"seq","sec","x","y"
24916,124.58,-6.9097580909729,-1.0691285133361816
24917,124.585,-6.908835411071777,-1.060929536819458
24918,124.59,-6.907924652099609,-1.0527292490005493
24919,124.595,-6.907026290893555,-1.0445277690887451
24920,124.6,-6.906139850616455,-1.0363247394561768
24921,124.605,-6.905266284942627,-1.028120517730713
24922,124.61,-6.904404163360596,-1.019914984703064
24923,124.615,-6.903707981109619,-1.0131858587265015
24924,124.62,-6.903009414672852,-1.006471872329712
24925,124.625,-6.902307987213135,-0.9997583031654358
24926,124.63,-6.9016032218933105,-0.9930452108383179
24927,124.635,-6.900894641876221,-0.9863324165344238
24928,124.64,-6.900182723999023,-0.9796199798583984
24929,124.645,-6.8994669914245605,-0.9729079008102417
24930,124.65,-6.898748397827148,-0.9661962389945984
24931,124.655,-6.898025989532471,-0.9594849348068237
24932,124.66,-6.8973002433776855,-0.952773928642273
24933,124.665,-6.896571636199951,-0.9460633397102356
24934,124.67,-6.895838737487793,-0.9393531680107117
24935,124.675,-6.895102500915527,-0.9326432943344116
24936,124.68,-6.894362926483154,-0.9259338974952698
24937,124.685,-6.893620491027832,-0.9192247986793518
24938,124.69,-6.892874240875244,-0.9125161170959473
24939,124.695,-6.892124652862549,-0.9058077931404114
24940,124.7,-6.891371726989746,-0.8990998268127441
24941,124.705,-6.890614986419678,-0.8923923373222351
24942,124.71,-6.889854907989502,-0.88568514585495
24943,124.715,-6.889007568359375,-0.8782401084899902
24944,124.72,-6.888169765472412,-0.8707863688468933
24945,124.725,-6.887343406677246,-0.8633314371109009
24946,124.73,-6.886528491973877,-0.8558751940727234
24947,124.735,-6.885724067687988,-0.8484177589416504
24948,124.74,-6.884931564331055,-0.8409591317176819
24949,124.745,-6.884149551391602,-0.8334993124008179
24950,124.75,-6.883378505706787,-0.8260383605957031
24951,124.755,-6.882618427276611,-0.8185762763023376
24952,124.76,-6.881870269775391,-0.8111131191253662
24953,124.765,-6.88113260269165,-0.803648829460144
24954,124.77,-6.880406379699707,-0.7961834073066711
24955,124.775,-6.879691123962402,-0.7887169718742371
24956,124.78,-6.878986835479736,-0.7812494039535522
24957,124.785,-6.878293991088867,-0.7737808227539062
24958,124.79,-6.8776116371154785,-0.7663112878799438
24959,124.795,-6.876941204071045,-0.7588406801223755
24960,124.8,-6.87628173828125,-0.7513691186904907
24961,124.805,-6.8756327629089355,-0.743896484375
24962,124.81,-6.874995708465576,-0.7364230155944824
24963,124.815,-6.87432861328125,-0.7284672260284424
24964,124.82,-6.873657703399658,-0.7205069065093994
24965,124.825,-6.872982978820801,-0.7125468850135803
24966,124.83,-6.8723039627075195,-0.7045872807502747
24967,124.835,-6.8716206550598145,-0.6966279745101929
24968,124.84,-6.870933532714844,-0.6886690258979797
24969,124.845,-6.870242595672607,-0.6807104349136353
24970,124.85,-6.869546890258789,-0.6727521419525146
24971,124.855,-6.868847846984863,-0.6647942662239075
24972,124.86,-6.868144512176514,-0.656836748123169
24973,124.865,-6.86743688583374,-0.6488795876502991
24974,124.87,-6.866725444793701,-0.6409227848052979
